一处	1.9024
一夜	1.4132
一夜	1.413290
一大	1.134
一天	1.1134
一头	1.4413
一头	1.44134
一套	1.1347
一套	1.13478
一如	1.598
一如	1.5980
一子	1.58
一字	1.4658
一季	1.9258
一宗	1.46112
一宗	1.461124
一定	1.467
一定	1.4676
一审	1.468
一审	1.4683
一室	1.4615
一室	1.461549
一家	1.46
一家	1.4613
一宿	1.4632
一宿	1.463211
一寸	1.124
一对	1.541
一对	1.54124
一封	1.1919
一封	1.191914
一尊	1.4375
一尊	1.437514
一小	1.234
一尺	1.074
一局	1.075
一局	1.07580
一层	1.07115
一层	1.071154
一届	1.078
一届	1.0783
一屏	1.0743
一屏	1.074378
一展	1.0718
一展	1.071854
一山	1.20
一岁	1.2090
一己	1.515
一市	1.4125
一帖	1.2521
一帖	1.252180
一帘	1.4625
一带	1.174
一带	1.174525
一席	1.47182
一席	1.471825
一帮	1.735
一帮	1.735225
一幅	1.2518
一幅	1.251803
一幕	1.17811
一幕	1.178115
一幢	1.2561
一幢	1.256181
一干	1.112
一平	1.143
一平	1.1432
一年	1.311
一年	1.311212
一并	1.4378
一应	1.476
一应	1.4764
一度	1.4718
一度	1.471854
一座	1.4734
一座	1.473439
一开	1.78
一式	1.11215
一式	1.112154
一张	1.57
一张	1.573154
一径	1.33541
一径	1.335411
一律	1.330
一律	1.3301
一心	1.65
一念	1.34456
一念	1.344565
一忽	1.35336
一忽	1.353365
一怒	1.59546
一怒	1.595465
一怔	1.49121
一总	1.438
一总	1.438065
一惊	1.494
一惊	1.494124
一想	1.12826
一想	1.128265
一意	1.618
一意	1.618165
一愣	1.4984
一愣	1.498460
一成	1.135
一成	1.135534
一战	1.2180
一战	1.218014
一截	1.19324
一截	1.193244
一户	1.67
一所	1.335
一所	1.335133
一手	1.97
一打	1.1012
一批	1.1015
一批	1.101535
一把	1.10
一把	1.105215
一抓	1.10332
一抓	1.103324
一抖	1.1044
一抖	1.104412
一抹	1.10112
一拉	1.1061
一拍	1.1038
一拍	1.10381
一拖	1.103155
一拨	1.10535
一拨	1.105354
一拳	1.439
一拳	1.4397
一拼	1.104
一拼	1.104378
一指	1.1035
一指	1.103581
一按	1.1046
一按	1.104659
一挑	1.103414
一挡	1.102
一挡	1.102401
一挥	1.1045
一挥	1.104577
一捧	1.1073
一捧	1.107312
一排	1.1023
一推	1.1032
一推	1.103241
一提	1.1081
一提	1.108176
一搏	1.101254
一搜	1.109
一搜	1.109824
一摸	1.1017
一摸	1.101784
一撇	1.10689
一撇	1.106890
一撑	1.10249
一撑	1.102497
一支	1.1254
一收	1.5290
一改	1.5159
一改	1.51590
一数	1.685
一数	1.685990
一整	1.18023
一整	1.180231
一文	1.66
一斑	1.116
一斑	1.116611
一斗	1.4412
一斤	1.33
一新	1.611
一新	1.611233
一方	1.60
一旁	1.616
一旁	1.6160
一族	1.60319
一族	1.603194
一无	1.113
一无	1.1135
一日	1.81
一旦	1.811
一早	1.8112
一时	1.811
一时	1.81124
一星	1.8137
一星	1.81371
一是	1.8
一是	1.8176
一晃	1.8124
一晃	1.812435
一晚	1.813
一晚	1.813585
一曲	1.25171
一月	1.36
一有	1.13
一有	1.132511
一望	1.4153
一望	1.415361
一朝	1.128
一朝	1.128116
一本	1.121
一朵	1.3512
一村	1.12124
一束	1.180234
一条	1.901
一条	1.9012
一来	1.168
一杯	1.1213
一杯	1.121324
一枚	1.1290
一枝	1.12125
一枝	1.121254
一枪	1.12345
一枪	1.123455
一架	1.53801
一架	1.538012
一查	1.12811
一栋	1.12152
一栋	1.121524
一栏	1.1243
一样	1.1243
一样	1.12432
一根	1.120
一根	1.1203
一格	1.1290
一格	1.129080
一案	1.4659
一案	1.465912
一桌	1.2181
一桌	1.218112
一档	1.12240
一档	1.122401
一桶	1.12542
一桶	1.125422
一棒	1.127
一棒	1.127312
一棵	1.1281
一棵	1.128112
一楼	1.126
一楼	1.126859
一概	1.12031
一概	1.120315
一模	1.1217
一模	1.121784
一次	1.41353
一次	1.413534
一款	1.1911
一款	1.191124
一步	1.212
一步	1.21233
一死	1.1335
一段	1.98
一毛	1.97
一气	1.97
一氧	1.974
一氧	1.974312
一汽	1.4497
一派	1.4433
一派	1.443334
一流	1.444
一流	1.444155
一清	1.4471
一清	1.447121
一溜	1.443543
一滩	1.44543
一滩	1.445431
一滴	1.4461
一滴	1.446110
一潭	1.44748
一潭	1.447482
一炮	1.693
一炮	1.693555
一点	1.218
一点	1.218069
一片	1.32
一版	1.3233
一版	1.323354
一环	1.1113
一环	1.111324
一班	1.1143
一班	1.114311
一球	1.1112
一球	1.111244
一瓣	1.61335
一瓣	1.613352
一瓶	1.437
一瓶	1.437879
一生	1.371
一用	1.351
一用	1.35112
一番	1.3688
一番	1.36883
一疏	1.084
一疏	1.084155
一百	1.1381
一盆	1.34538
一盆	1.345384
一盏	1.11534
一盏	1.115344
一盒	1.9484
一盘	1.938
一盘	1.9384
一目	1.82
一直	1.1227
一省	1.23438
一省	1.234382
一看	1.978
一看	1.9782
一眨	1.82345
一眨	1.823454
一眼	1.820
一眼	1.8203
一睡	1.823
一睡	1.823121
一睹	1.8219
一睹	1.821931
一瞥	1.68908
一瞥	1.689082
一瞪	1.825
一瞪	1.825611
一瞬	1.82394
一瞬	1.823942
一码	1.1450
一碗	1.1446
一碗	1.144695
一碟	1.14181
一碟	1.141852
一票	1.741
一票	1.741124
一种	1.928
一种	1.92802
一科	1.924
一科	1.924412
一秒	1.9223
一秒	1.922343
一程	1.92801
一程	1.928011
一空	1.4612
一空	1.46121
一窝	1.46802
一窝	1.468024
一站	1.612
一站	1.612180
一章	1.61811
一章	1.618112
一端	1.6120
一端	1.612012
一笑	1.379
一笑	1.3794
一笔	1.3797
一等	1.3719
一等	1.371914
一筐	1.3711
一筐	1.371115
一筹	1.377
一筹	1.377314
一算	1.378
一算	1.378212
一管	1.374
一管	1.374621
一箱	1.3712
一箱	1.371282
一篇	1.376
一篇	1.376727
一篮	1.372
一篮	1.372234
一簇	1.3760
一簇	1.376034
一米	1.68
一类	1.681
一类	1.68134
一粒	1.686
一粒	1.6861
一系	1.356
一系	1.356234
一级	1.55354
一纸	1.553
一纸	1.553515
一线	1.5511
一线	1.551154
一组	1.552
一组	1.5527
一经	1.55
一经	1.555411
一给	1.559
一给	1.5594
一统	1.5541
一统	1.554155
一缕	1.5568
一缕	1.556859
一罐	1.9217
一罐	1.921781
一网	1.25343
一网	1.253434
一群	1.0138
一群	1.013802
一者	1.19381
一职	1.728
一职	1.728034
一股	1.36355
一股	1.363554
一脚	1.361
一脚	1.361952
一脸	1.3634
一脸	1.363414
一腔	1.3646
一腔	1.364611
一腿	1.360
一腿	1.360344
一臂	1.07251
一臂	1.072511
一致	1.1541
一致	1.154190
一舍	1.341120
一般	1.933
一般	1.933554
一艘	1.939
一艘	1.939824
一色	1.3552
一色	1.355215
一节	1.1752
一行	1.3311
一行	1.33112
一表	1.713
一表	1.713534
一袋	1.321544
一被	1.63
一被	1.635324
一袭	1.135344
一装	1.412
一装	1.412194
一要	1.7
一要	1.7459
一览	1.223145
一觉	1.642
一觉	1.642535
一角	1.35
一触	1.3526
一言	1.40
一语	1.4012
一语	1.401250
一说	1.40
一说	1.404385
一读	1.40125
一读	1.401254
一课	1.4081
一课	1.408112
一谈	1.406
一谈	1.406969
一贯	1.062
一贯	1.0628
一贴	1.2821
一贴	1.282180
一走	1.76
一起	1.765
一起	1.76515
一趟	1.762
一趟	1.762480
一路	1.299
一路	1.299080
一跳	1.293
一跳	1.293414
一身	1.99
一车	1.77
一转	1.771
一转	1.771154
一轮	1.773
一轮	1.773435
一辆	1.77125
一辆	1.771254
一辈	1.237
一辈	1.2377
一边	1.5345
一边	1.53454
一过	1.1244
一过	1.124454
一进	1.784
一进	1.78454
一连	1.774
一连	1.77454
一追	1.3251
一追	1.325154
一通	1.542
一通	1.542514
一遍	1.672
一遍	1.672514
一道	1.4338
一道	1.433824
一遭	1.12517
一遭	1.125174
一部	1.6180
一部	1.618052
一里	1.812
一里	1.81211
一针	1.9112
一锅	1.9180
一锅	1.918024
一键	1.9101
一键	1.910154
一长	1.3154
一门	1.42
一闪	1.423
一闪	1.4234
一问	1.428
一问	1.4280
一间	1.4281
一队	1.5234
一阳	1.528
一阳	1.5281
一阵	1.527
一阵	1.5277
一院	1.524
一院	1.524615
一隅	1.52812
一隅	1.528124
一集	1.3247
一集	1.324712
一震	1.1613
一震	1.161314
一霎	1.166
一霎	1.166159
一面	1.13252
一面	1.132521
一页	1.1328
一顶	1.12132
一顶	1.121328
一项	1.12113
一项	1.121138
一顺	1.3221
一顺	1.322138
一顿	1.1525
一顿	1.152518
一颗	1.81121
一颗	1.811218
一餐	1.219
一餐	1.219050
一首	1.43382
一马	1.50
一高	1.418
一高	1.4180
一鸣	1.8096
一麻	1.47121
一麻	1.471212
一齐	1.6632
丁丁	12.12
丁丑	12.5211
丁克	12.12803
丁克	12.128035
丁卯	12.35352
丁坝	12.1928
丁壮	12.41219
丁字	12.4658
丁当	12.240
丁当	12.2401
丁忧	12.491
丁忧	12.491354
丁未	12.112
丁烯	12.693415
丁烷	12.694615
丁玲	12.11344
丁玲	12.113444
丁男	12.835
丁男	12.8353
丁部	12.6180
丁部	12.618052
丁酸	12.755
丁酸	12.755430
丁醇	12.7541
丁醇	12.754158
丁香	12.9281
七一	15.1
七七	15.15
七个	15.342
七十	15.12
七古	15.1280
七喜	15.7980
七夕	15.90
七大	15.134
七天	15.1134
七届	15.078
七届	15.0783
七岁	15.2090
七年	15.311
七年	15.311212
七彩	15.391
七彩	15.391233
七律	15.330
七律	15.3301
七情	15.497
七情	15.497121
七成	15.135
七成	15.135534
七折	15.1033
七政	15.1219
七政	15.12190
七日	15.81
七星	15.8137
七星	15.81371
七曜	15.81043
七曜	15.810431
七月	15.36
七条	15.901
七条	15.9012
七次	15.41353
七次	15.413534
七点	15.218
七点	15.218069
七班	15.1143
七班	15.114311
七百	15.1381
七种	15.928
七种	15.92802
七窍	15.46121
七窍	15.461215
七纬	15.55115
七纬	15.551152
七绝	15.55355
七绝	15.553555
七耀	15.24350
七耀	15.243501
七色	15.3552
七色	15.355215
万一	153.1
万万	153.153
万丈	153.134
万世	153.185
万个	153.342
万事	153.180
万事	153.180012
万亩	153.4183
万人	153.34
万亿	153.325
万代	153.32154
万众	153.34343
万众	153.343434
万余	153.34112
万元	153.1135
万全	153.3411
万分	153.345
万分	153.3453
万劫	153.195453
万化	153.3235
万千	153.312
万历	153.1353
万县	153.275
万县	153.2754
万变	153.665
万变	153.6654
万古	153.1280
万只	153.803
万只	153.8034
万台	153.548
万台	153.5480
万名	153.90
万名	153.9080
万吨	153.801
万吨	153.801525
万国	153.2
万国	153.251141
万多	153.909
万多	153.9090
万套	153.1347
万套	153.13478
万字	153.4658
万宁	153.4612
万安	153.465
万安	153.4659
万岁	153.2090
万州	153.4342
万州	153.434242
万年	153.311
万年	153.311212
万幸	153.19432
万张	153.57
万张	153.573154
万恶	153.1226
万恶	153.12265
万户	153.67
万方	153.60
万无	153.113
万无	153.1135
万有	153.13
万有	153.132511
万望	153.4153
万望	153.415361
万机	153.1235
万条	153.901
万条	153.9012
万株	153.12311
万株	153.123112
万桶	153.12542
万桶	153.125422
万次	153.41353
万次	153.413534
万死	153.1335
万民	153.5151
万民	153.51515
万流	153.444
万流	153.444155
万源	153.44133
万源	153.441334
万灵	153.016
万灵	153.0169
万物	153.313
万物	153.313533
万状	153.4121
万状	153.412134
万用	153.351
万用	153.35112
万福	153.621
万福	153.621803
万种	153.928
万种	153.92802
万科	153.924
万科	153.924412
万端	153.6120
万端	153.612012
万籁	153.37180
万籁	153.371808
万米	153.68
万维	153.5532
万维	153.553241
万股	153.36355
万股	153.363554
万能	153.5
万能	153.542515
万般	153.933
万般	153.933554
万象	153.358
万象	153.358034
万贯	153.062
万贯	153.0628
万辆	153.77125
万辆	153.771254
万达	153.13445
万达	153.134454
万里	153.812
万里	153.81211
万金	153.91
万隆	153.52901
万隆	153.529011
万难	153.5432
万难	153.543241
万顷	153.1513
万顷	153.151328
万马	153.50
丈人	134.34
丈夫	134.1134
丈母	134.06
丈量	134.81181
丈量	134.811811
三一	111.1
三七	111.15
三万	111.153
三丈	111.134
三三	111.111
三不	111.1324
三世	111.185
三两	111.1253
三两	111.125344
三个	111.342
三中	111.802
三九	111.35
三乱	111.925
三五	111.1251
三亚	111.122
三产	111.613
三人	111.34
三代	111.32154
三件	111.3231
三份	111.32345
三份	111.323453
三伏	111.321344
三倍	111.326
三倍	111.326180
三元	111.1135
三八	111.34
三关	111.4334
三军	111.45
三军	111.4577
三农	111.453
三农	111.453534
三分	111.345
三分	111.3453
三则	111.282
三则	111.2822
三副	111.1808
三副	111.180832
三包	111.355
三包	111.35515
三北	111.211
三北	111.21135
三区	111.1345
三十	111.12
三千	111.312
三卷	111.4355
三厢	111.13128
三厢	111.131282
三反	111.3354
三叔	111.87
三叔	111.8754
三口	111.80
三只	111.803
三只	111.8034
三台	111.548
三台	111.5480
三号	111.8015
三合	111.94
三名	111.90
三名	111.9080
三听	111.8033
三味	111.80112
三四	111.84
三围	111.25115
三围	111.251151
三国	111.2
三国	111.251141
三圈	111.254
三圈	111.254351
三地	111.195
三地	111.19525
三场	111.1953
三场	111.19533
三处	111.9024
三夏	111.1382
三夏	111.138290
三夜	111.4132
三夜	111.413290
三大	111.134
三天	111.1134
三套	111.1347
三套	111.13478
三好	111.595
三好	111.5958
三妈	111.5950
三婶	111.59468
三婶	111.594683
三嫂	111.599
三嫂	111.599824
三子	111.58
三字	111.4658
三季	111.9258
三宝	111.4611
三宝	111.46114
三害	111.4671
三害	111.467180
三家	111.46
三家	111.4613
三寸	111.124
三小	111.234
三尺	111.074
三局	111.075
三局	111.07580
三层	111.07115
三层	111.071154
三届	111.078
三届	111.0783
三岁	111.2090
三峡	111.20143
三峡	111.201434
三年	111.311
三年	111.311212
三废	111.475
三废	111.475354
三座	111.4734
三座	111.473439
三张	111.57
三张	111.573154
三弦	111.5741
三弦	111.574156
三强	111.578
三强	111.578026
三心	111.65
三思	111.836
三思	111.8365
三成	111.135
三成	111.135534
三所	111.335
三所	111.335133
三手	111.97
三折	111.1033
三支	111.1254
三斤	111.33
三方	111.60
三日	111.81
三明	111.8136
三星	111.8137
三星	111.81371
三春	111.73
三春	111.7381
三昧	111.81112
三是	111.8
三是	111.8176
三更	111.181
三更	111.18134
三月	111.36
三有	111.13
三有	111.132511
三朝	111.128
三朝	111.128116
三期	111.703
三期	111.7036
三本	111.121
三条	111.901
三条	111.9012
三板	111.1233
三板	111.123354
三株	111.12311
三株	111.123112
三样	111.1243
三样	111.12432
三棵	111.1281
三棵	111.128112
三楼	111.126
三楼	111.126859
三次	111.41353
三次	111.413534
三款	111.1911
三款	111.191124
三步	111.212
三步	111.21233
三段	111.98
三毛	111.97
三水	111.253
三水	111.2534
三江	111.44121
三波	111.4453
三波	111.445324
三流	111.444
三流	111.444155
三点	111.218
三点	111.218069
三焦	111.324719
三爹	111.349
三爹	111.349090
三版	111.3233
三版	111.323354
三牲	111.3137
三牲	111.31371
三环	111.1113
三环	111.111324
三班	111.1143
三班	111.114311
三瓶	111.437
三瓶	111.437879
三生	111.371
三界	111.833
三界	111.833432
三番	111.3688
三番	111.36883
三百	111.1381
三皇	111.38111
三相	111.1282
三省	111.23438
三省	111.234382
三秋	111.926
三秋	111.9269
三种	111.928
三种	111.92802
三科	111.924
三科	111.924412
三秒	111.9223
三秒	111.922343
三章	111.61811
三章	111.618112
三等	111.3719
三等	111.371914
三箱	111.3712
三箱	111.371282
三类	111.681
三类	111.68134
三级	111.55354
三线	111.5511
三线	111.551154
三组	111.552
三组	111.5527
三维	111.5532
三维	111.553241
三者	111.19381
三联	111.724
三联	111.724334
三聚	111.72543
三聚	111.725434
三脚	111.361
三脚	111.361952
三色	111.3552
三色	111.355215
三节	111.1752
三菱	111.17193
三菱	111.171930
三藏	111.17135
三藏	111.171354
三角	111.35
三言	111.40
三资	111.413538
三足	111.29
三路	111.299
三路	111.299080
三轮	111.773
三轮	111.773435
三通	111.542
三通	111.542514
三遍	111.672
三遍	111.672514
三道	111.4338
三道	111.433824
三部	111.6180
三部	111.618052
三重	111.318
三重	111.318121
三门	111.42
三间	111.4281
三防	111.526
三防	111.5260
三阳	111.528
三阳	111.5281
三陪	111.5261
三陪	111.526180
三面	111.13252
三面	111.132521
三项	111.12113
三项	111.121138
三顺	111.3221
三顺	111.322138
三顿	111.1525
三顿	111.152518
三颗	111.81121
三颗	111.811218
三餐	111.219
三餐	111.219050
三鲜	111.954
三鲜	111.954312
上一	21.1
上万	21.153
上上	21.21
上下	21.124
上不	21.1324
上世	21.185
上个	21.342
上举	21.643
上举	21.643412
上乘	21.31221
上乘	21.312214
上书	21.5524
上了	21.52
上交	21.6634
上京	21.4123
上京	21.41234
上人	21.34
上代	21.32154
上任	21.32319
上传	21.32115
上传	21.321154
上位	21.3261
上体	21.32121
上佳	21.3219
上佳	21.321919
上供	21.32183
上供	21.321834
上做	21.321
上做	21.321280
上元	21.1135
上光	21.24
上光	21.2435
上册	21.35351
上写	21.451
上写	21.45151
上冲	21.41802
上冻	21.4115
上冻	21.411524
上分	21.345
上分	21.3453
上刑	21.7822
上列	21.1322
上到	21.154
上到	21.154192
上前	21.4325
上前	21.432512
上劲	21.5412
上劲	21.541213
上千	21.312
上升	21.3132
上午	21.3112
上半	21.432
上卦	21.19192
上卦	21.191924
上卷	21.4355
上去	21.1954
上取	21.725
上取	21.7254
上口	21.80
上古	21.1280
上可	21.18
上可	21.1802
上台	21.548
上台	21.5480
上司	21.518
上司	21.5180
上吊	21.8025
上吧	21.805
上吧	21.805215
上告	21.31980
上周	21.3519
上周	21.351980
上品	21.8080
上品	21.808080
上哪	21.8051
上哪	21.805152
上唇	21.131150
上啊	21.80521
上啊	21.805212
上回	21.258
上回	21.25801
上图	21.259
上图	21.259041
上地	21.195
上地	21.19525
上场	21.1953
上场	21.19533
上坛	21.19115
上坛	21.191154
上坟	21.1966
上坡	21.19532
上坡	21.195324
上城	21.1913
上城	21.191354
上堂	21.2419
上墙	21.1912
上墙	21.191241
上士	21.19
上声	21.1952
上声	21.195213
上外	21.902
上外	21.9024
上夜	21.4132
上夜	21.413290
上大	21.134
上天	21.1134
上头	21.4413
上头	21.44134
上奏	21.73113
上奏	21.731134
上套	21.1347
上套	21.13478
上好	21.595
上好	21.5958
上学	21.64
上学	21.6458
上完	21.461
上完	21.461135
上官	21.462
上官	21.462511
上家	21.46
上家	21.4613
上宾	21.4698
上宾	21.469834
上寿	21.731
上寿	21.73124
上将	21.4129
上将	21.412904
上尉	21.07112
上尉	21.071124
上层	21.07115
上层	21.071154
上届	21.078
上届	21.0783
上屏	21.0743
上屏	21.074378
上山	21.20
上岗	21.202
上岗	21.202534
上岸	21.2013
上岸	21.201312
上峰	21.209
上峰	21.209071
上工	21.121
上市	21.4125
上帐	21.2531
上帐	21.253154
上帝	21.6125
上年	21.311
上年	21.311212
上床	21.4712
上座	21.4734
上座	21.473439
上弦	21.5741
上弦	21.574156
上当	21.240
上当	21.2401
上得	21.338
上得	21.338114
上心	21.65
上怀	21.4913
上怀	21.491324
上情	21.497
上情	21.497121
上感	21.1318
上感	21.131805
上房	21.676
上房	21.6760
上手	21.97
上扬	21.10533
上投	21.10355
上投	21.103554
上抛	21.103553
上报	21.105
上报	21.105254
上推	21.1032
上推	21.103241
上操	21.10808
上操	21.108082
上攻	21.12190
上文	21.66
上方	21.60
上旋	21.60310
上旋	21.603108
上旬	21.3581
上映	21.81251
上映	21.812514
上智	21.948
上智	21.948081
上更	21.181
上更	21.18134
上月	21.36
上有	21.13
上有	21.132511
上服	21.365
上服	21.365254
上朝	21.128
上朝	21.128116
上期	21.703
上期	21.7036
上机	21.1235
上来	21.168
上架	21.53801
上架	21.538012
上标	21.1211
上标	21.121124
上树	21.125
上树	21.125414
上校	21.1266
上校	21.126634
上核	21.12415
上核	21.124154
上桌	21.2181
上桌	21.218112
上档	21.12240
上档	21.122401
上梁	21.44534
上梁	21.445342
上楼	21.126
上楼	21.126859
上榜	21.1261
上榜	21.126160
上次	21.41353
上次	21.413534
上款	21.1911
上款	21.191124
上水	21.253
上水	21.2534
上江	21.44121
上汽	21.4497
上没	21.443
上没	21.443554
上油	21.448
上油	21.4483
上流	21.444
上流	21.444155
上浆	21.412904
上浮	21.4439
上浮	21.443958
上海	21.4431
上海	21.443106
上涌	21.44542
上涌	21.445422
上涨	21.4457
上涨	21.445734
上游	21.446
上游	21.446038
上溯	21.444356
上满	21.4417
上满	21.441714
上演	21.4446
上演	21.444614
上火	21.69
上灯	21.691
上灯	21.6912
上点	21.218
上点	21.218069
上照	21.8153
上照	21.815389
上牌	21.3238
上牌	21.323812
上班	21.1143
上班	21.114311
上画	21.183
上画	21.18352
上界	21.833
上界	21.833432
上瘾	21.48523
上瘾	21.485235
上百	21.1381
上的	21.3
上的	21.381354
上相	21.1282
上看	21.978
上看	21.9782
上着	21.43
上着	21.4382
上积	21.92803
上积	21.928034
上移	21.929
上移	21.929090
上税	21.9243
上税	21.924385
上空	21.4612
上空	21.46121
上穿	21.4679
上窜	21.46808
上窜	21.468082
上站	21.612
上站	21.612180
上端	21.6120
上端	21.612012
上等	21.3719
上等	21.371914
上策	21.37125
上策	21.371254
上签	21.3734
上签	21.373414
上算	21.378
上算	21.378212
上篇	21.376
上篇	21.376727
上篮	21.372
上篮	21.372234
上粪	21.6818
上粪	21.681834
上紧	21.2254
上紧	21.225454
上级	21.55354
上纲	21.55253
上纲	21.552534
上线	21.5511
上线	21.551154
上编	21.5567
上编	21.556727
上缴	21.55381
上缴	21.553810
上网	21.25343
上网	21.253434
上翘	21.1531
上翘	21.153134
上翻	21.368
上翻	21.368834
上联	21.724
上联	21.724334
上肢	21.3612
上肢	21.361254
上肥	21.3652
上肥	21.365215
上能	21.5
上能	21.542515
上脸	21.3634
上脸	21.363414
上腹	21.3631
上腹	21.363180
上膘	21.3674
上膘	21.367414
上膛	21.3624
上膛	21.362419
上臂	21.07251
上臂	21.072511
上自	21.382
上至	21.15419
上船	21.93
上船	21.933580
上色	21.3552
上色	21.355215
上节	21.1752
上苍	21.17345
上苍	21.173455
上药	21.1755
上药	21.175534
上菜	21.1739
上菜	21.173912
上落	21.1744
上落	21.174490
上虞	21.8780
上虞	21.878014
上蜡	21.2618
上蜡	21.261881
上行	21.3311
上行	21.33112
上街	21.3319
上街	21.331912
上衣	21.413
上衣	21.413534
上表	21.713
上表	21.713534
上装	21.412
上装	21.412194
上要	21.7
上要	21.7459
上计	21.4012
上访	21.4060
上证	21.40121
上诉	21.4033
上诉	21.40334
上课	21.4081
上课	21.408112
上调	21.4035
上调	21.403510
上贡	21.12128
上账	21.2831
上账	21.283154
上货	21.32352
上货	21.323528
上走	21.76
上路	21.299
上路	21.299080
上身	21.99
上车	21.77
上轨	21.7735
上轮	21.773
上轮	21.773435
上载	21.197
上载	21.197754
上辈	21.237
上辈	21.2377
上边	21.5345
上边	21.53454
上达	21.13445
上达	21.134454
上过	21.1244
上过	21.124454
上进	21.784
上进	21.78454
上述	21.12445
上述	21.124454
上选	21.3193
上选	21.319354
上道	21.4338
上道	21.433824
上部	21.6180
上部	21.618052
上都	21.193
上都	21.193812
上釉	21.36883
上钩	21.91355
上钩	21.913554
上铺	21.91125
上铺	21.911254
上锁	21.9124
上锁	21.912428
上锡	21.9181
上锡	21.918133
上镜	21.916
上镜	21.916185
上门	21.42
上闩	21.421
上阵	21.527
上阵	21.5277
上限	21.520
上限	21.5203
上院	21.524
上院	21.524615
上集	21.3247
上集	21.324712
上面	21.13252
上面	21.132521
上鞋	21.1819
上鞋	21.181919
上颌	21.9413
上颌	21.941328
上颚	21.808018
上风	21.353
上风	21.3534
上饶	21.301
上饶	21.301535
上首	21.43382
上香	21.9281
上马	21.50
上高	21.418
上高	21.4180
下一	124.1
下下	124.124
下不	124.1324
下世	124.185
下乘	124.31221
下乘	124.312214
下乡	124.56
下书	124.5524
下了	124.52
下井	124.78
下人	124.34
下代	124.32154
下令	124.34454
下任	124.32319
下会	124.341
下会	124.341154
下位	124.3261
下体	124.32121
下作	124.32312
下作	124.323121
下侧	124.3228
下侧	124.322822
下光	124.24
下光	124.2435
下关	124.4334
下册	124.35351
下冲	124.41802
下凡	124.354
下刀	124.53
下列	124.1322
下到	124.154
下到	124.154192
下力	124.53
下劲	124.5412
下劲	124.541213
下午	124.3112
下半	124.432
下单	124.4381
下单	124.438112
下卦	124.19192
下卦	124.191924
下卷	124.4355
下厂	124.13
下压	124.1319
下压	124.13194
下厨	124.131804
下去	124.1954
下发	124.535
下发	124.53544
下台	124.548
下台	124.5480
下同	124.25
下同	124.25180
下吗	124.8050
下周	124.3519
下周	124.351980
下咽	124.802511
下品	124.8080
下品	124.808080
下唇	124.131150
下回	124.258
下回	124.25801
下图	124.259
下图	124.259041
下地	124.195
下地	124.19525
下场	124.1953
下场	124.19533
下坠	124.523419
下坡	124.19532
下坡	124.195324
下垂	124.31212
下垂	124.312121
下城	124.1913
下城	124.191354
下士	124.19
下处	124.9024
下夜	124.4132
下夜	124.413290
下头	124.4413
下头	124.44134
下奶	124.5953
下好	124.595
